"Type";"Title";"Group";"Publish Date";"Status";"Description";"pdf"
"ECC Reports";"ERC Report 101";"WGSE";"1999-05-01";"Active";"A comparison of the minimum coupling loss method, enhanced minimum coupling loss method, and the Monte-Carlo simulation";"http://docdb.cept.org/download/2205"
"ECC Reports";"ERC Report 102";"WGRA";"2001-04-01";"Active";"Analysis, assessment  and proposals for spectrum regulation in CEPT";"http://docdb.cept.org/download/2207"
"ECC Reports";"ERC Report 103";"SE7";"2000-02-01";"Active";"Adjacent band compatibility of TETRA and TETRAPOL in the 380 - 400 MHz frequency range, an analysis completed using a Monte Carlo based simulation tool";"http://docdb.cept.org/download/2209"
"ECC Reports";"ERC Report 104";"SE7";"2000-06-01";"Active";"Adjacent band compatibility of 400 MHz TETRA and analogue FM PMR - an analysis completed using a Monte Carlo based simulation tool";"http://docdb.cept.org/download/2211"
"ECC Reports";"ERC Report 105";"WGRA";"2001-06-01";"Active";"Review of PMR fees";"http://docdb.cept.org/download/2214"
"ECC Reports";"ERC Report 106";"ECC";"2001-04-01";"Active";"Supplementary information to Annex 5 of the Chester Agreement 

";"http://docdb.cept.org/download/2215"
"ECC Reports";"ERC Report 107";"ECC";"2001-05-31";"Active";"Current and future use of frequencies in the LF- MF and HF bands";"http://docdb.cept.org/download/2218"
"ECC Reports";"ERC Report 108";"WGRA";"2001-10-15";"Active";"Licence fees for satellite services, networks and terminals in the CEPT";"http://docdb.cept.org/download/2220"
"ECC Reports";"ERC Report 109";"SE24";"2001-10-16";"Active";"Compatibility of Bluetooth with other existing and proposed radiocommunication systems in the 2.45 GHz frequency band";"http://docdb.cept.org/download/2222"
"ECC Reports";"ERC Report 110";"WGRA";"2001-06-21";"Active";"Handling and usage of Emergency Position Indicating Radio Beacon (EPIRB) to prevent false alerts";"http://docdb.cept.org/download/2224"
"ECC Reports";"ERC Report 111";"WGRA";"2001-06-21";"Active";"Regulatory Procedures to be followed when changing frequency allocations";"http://docdb.cept.org/download/2226"
"CEPT Reports";"CEPT Report 001";"ECC PT1";"2002-11-15";"Active";"Report from CEPT to the European Commission

under Mandate 4: Frequency usage to facilitate a co-ordinated implementation in the community of third generation mobile and wireless communication systems operating in additional frequency bands as identified by the WRC-2000 for IMT-2000 systems";"http://docdb.cept.org/download/1"
"CEPT Reports";"CEPT Report 002";"ECC PT1";"2004-11-12";"Active";"Report from CEPT to the European Commission on the 5th Mandate on IMT-2000/UMTS

Harmonisation of the frequency usage within the additional frequency band of 2500-2690 MHz to be made available for IMT-2000/UMTS systems in Europe";"http://docdb.cept.org/download/2"
"CEPT Reports";"CEPT Report 003";"SRDMG";"2004-07-09";"Active";"Report from CEPT to  the European Commission in response to the Mandate to

Harmonise radio spectrum to facilitate a coordinated EU introduction of Automotive Short Range Radar systems";"http://docdb.cept.org/download/3"
"CEPT Reports";"CEPT Report 004";"SRDMG";"2004-11-12";"Active";"Report from CEPT to  the European Commission  in response to the Mandate to

Review the frequency band 169.4-169.8 MHz";"http://docdb.cept.org/download/4"
"CEPT Reports";"CEPT Report 005";"SRDMG";"2005-11-12";"Active";"Report from CEPT to  the European Commission in response to the Mandate to

Short Range Devices Radio Spectrum Harmonisation";"http://docdb.cept.org/download/5"
"CEPT Reports";"CEPT Report 006";"WGFM";"2004-11-12";"Active";"Report from CEPT to  the European Commission  in response to the Mandate to

Harmonised technical and, in particular, operational conditions aiming at efficient spectrum use by RLANs in the bands 5150-5350 MHz and 5470-5725 MHz";"http://docdb.cept.org/download/6"
"CEPT Reports";"CEPT Report 007";"SRDMG";"2007-04-16";"Active";"Report from CEPT to  the European Commission  in response to the Mandate to

Harmonise radio spectrum use for Ultra-Wideband Systems in the European Union";"http://docdb.cept.org/download/7"
"CEPT Reports";"CEPT Report 008";"WGFM";"2005-06-24";"Active";"Report from CEPT to  the European Commission  in response to the Mandate on

The harmonised uses for the frequency bands 1670-1675 MHz and 1800-1805 MHz (the ""TFTS bands"")";"http://docdb.cept.org/download/8"
"CEPT Reports";"CEPT Report 009";"SRDMG";"2005-10-28";"Active";"Report from CEPT to  the European Commission  in response to the Mandate to

Harmonise radio spectrum use for Ultra-Wideband systems in the European Union";"http://docdb.cept.org/download/9"
"CEPT Reports";"CEPT Report 010";"SRDMG";"2006-07-07";"Active";"Report from CEPT to  the European Commission  in response to the Mandate on

UWB specific applications";"http://docdb.cept.org/download/10"
"CEPT Reports";"CEPT Report 011";"EFISMG";"2006-09-27";"Active";"Report from CEPT to  the European Commission  in response to the Mandate on: EFIS (ECO Frequency Information System)";"http://docdb.cept.org/download/11"
"CEPT Reports";"CEPT Report 012";;"2007-04-18";"Active";"The number has not been used";""
"CEPT Reports";"CEPT Report 013";"FM44";"2006-07-07";"Active";"Report from CEPT to  the European Commission  in response to the Mandate on

Harmonised technical conditions for the use of the 2 GHz bands for Mobile Satellite Services in the European Union";"http://docdb.cept.org/download/12"
"CEPT Reports";"CEPT Report 014";"SRDMG";"2006-07-07";"Active";"Report from CEPT to  the European Commission  in response to the Mandate to

Develop a strategy to improve the effectiveness and flexibility of spectrum availability for Short Range Devices (SRDs)";"http://docdb.cept.org/download/13"
"CEPT Reports";"CEPT Report 015";"WGFM";"2007-03-30";"Active";"Report from CEPT to the European Commission in response to the Mandate to: identify the conditions relating to the provision of harmonised radio frequency bands in the European Union for Broadband Wireless Access applications";"http://docdb.cept.org/download/14"
"CEPT Reports";"CEPT Report 016";"ECC PT1";"2007-03-30";"Active";"Report from CEPT to the European Commission in response to the Mandate on Mobile Communication Services on board aircraft (MCA)";"http://docdb.cept.org/download/15"
"CEPT Reports";"CEPT Report 017";"SRDMG";"2007-03-30";"Active";"Report from CEPT to the European Commission in response to the Mandate to: identify the conditions relating to the harmonised introduction in the European Union of radio applications based on Ultra-WideBand (UWB) technology";"http://docdb.cept.org/download/16"
"CEPT Reports";"CEPT Report 018";"ECC";"2007-03-30";"Active";"Report from CEPT to the European Commission in response to the Mandate on EU harmonisation of the band 1452-1479.5 MHz (lower part of L-band) to allow flexible use by mobile multimedia technologies";"http://docdb.cept.org/download/17"
"CEPT Reports";"CEPT Report 019";"WGSE";"2008-10-30";"Active";"Report from CEPT to the European Commission in response to 

EC Mandate to develop least restrictive technical conditions for frequency bands addressed in the context of WAPECS";"http://docdb.cept.org/download/19"
"CEPT Reports";"CEPT Report 020";"SRDMG";"2007-12-21";"Active";"Report from CEPT to EC in response to the Mandate on the harmonised radio spectrum use for safety critical applications of Intelligent Transport Systems (ITS) in the European Union";"http://docdb.cept.org/download/21"
"CEPT Reports";"CEPT Report 021";"ECC";"2007-03-30";"Active";"""Technical considerations regarding harmonisation options for the Digital Dividend”.

Compatibility issues between “cellular / low power transmitter” networks and “larger coverage / high power / tower” type of networks";"http://docdb.cept.org/download/23"
"CEPT Reports";"CEPT Report 022";"ECC";"2007-07-06";"Active";"""Technical considerations regarding harmonisation options for the Digital Dividend”.

Technical Feasibility of Harmonising a Sub-band of Bands IV and V for Fixed/Mobile Applications (including uplinks), minimising the Impact on GE06";"http://docdb.cept.org/download/25"
"CEPT Reports";"CEPT Report 023";"ECC";"2007-12-21";"Active";"""Technical considerations regarding harmonisation options for the Digital Dividend”.

Technical Options for the Use of a Harmonised Sub-Band in the Band 470 - 862 MHz for Fixed/Mobile Application (including Uplinks)";"http://docdb.cept.org/download/27"
"CEPT Reports";"CEPT Report 024";"ECC";"2008-06-27";"Active";"""Technical considerations regarding harmonisation options for the Digital Dividend"".

A preliminary assessment of the feasibility of fitting new/future applications/services into non-harmonised spectrum of the digital dividend (namely the so-called ""white spaces"" between allotments)";"http://docdb.cept.org/download/29"
"CEPT Reports";"CEPT Report 025";"ECC";"2008-06-27";"Active";"""Technical considerations regarding harmonisation options for the Digital Dividend”.

Technical Roadmap proposing relevant technical options and scenarios to optimise the Digital Dividend, including steps required during the transition period before analogue switch-off";"http://docdb.cept.org/download/31"
"CEPT Reports";"CEPT Report 026";"SRDMG";"2009-03-13";"Active";"Report from CEPT to the European Commission in response to the Permanent Mandate to CEPT regarding the “annual update of the technical annex of the Commission Decision on the technical harmonisation of radio spectrum for use by short range devices”";"http://docdb.cept.org/download/33"
"CEPT Reports";"CEPT Report 027";"SRDMG";"2009-03-13";"Active";"Report A from CEPT to EC in response to the Mandate 4 on Ultra-Wideband (UWB)";"http://docdb.cept.org/download/35"
"CEPT Reports";"CEPT Report 028";"ECC PT1";"2009-06-26";"Active";"Report from CEPT to the European Commission in response to the Mandate<br>Mobile Communication Services on Vessels (MCV)";"http://docdb.cept.org/download/37"
"CEPT Reports";"CEPT Report 029";"ECC PT1";"2009-06-26";"Active";"Report from CEPT to the European Commission in response to the Mandate on

“Technical considerations regarding harmonisation options for the digital dividend in the European Union”

“Guideline on cross border coordination issues between mobile services in one country and broadcasting services in another country”";"http://docdb.cept.org/download/39"
"CEPT Reports";"CEPT Report 030";"ECC PT1";"2009-10-30";"Active";"Report from CEPT to the European Commission in response to the Mandate on

The identification of common and minimal (least restrictive) technical conditions for 790 - 862 MHz for the digital dividend in the European Union";"http://docdb.cept.org/download/41"
"CEPT Reports";"CEPT Report 031";"ECC PT1";"2009-10-30";"Active";"Report from CEPT to the European Commission in response to the Mandate

“Frequency (channelling) arrangements for the 790-862 MHz band”

(Task 2 of the 2nd Mandate to CEPT on the digital dividend)";"http://docdb.cept.org/download/43"
"CEPT Reports";"CEPT Report 032";"FM51";"2009-10-30";"Active";"Report from CEPT to the European Commission in response to the Mandate on

“Technical considerations regarding harmonisation options for the digital dividend in the European Union”

“Recommendation on the best approach to ensure the continuation of existing Program Making and Special Events (PMSE) services operating in the UHF (470-862 MHz), including the assessment of the advantage of an EU-level approach”";"http://docdb.cept.org/download/45"
"CEPT Reports";"CEPT Report 033";;"2010-07-12";"Active";"The number has not been used";""
"CEPT Reports";"CEPT Report 034";"SRDMG";"2009-10-30";"Active";"Report B from CEPT to European Commission in response to the Mandate 4 on Ultra-Wideband (UWB)";"http://docdb.cept.org/download/47"
"CEPT Reports";"CEPT Report 035";"SRDMG";"2009-10-30";"Active";"CEPT Report in response to the EC Permanent Mandate on the 

""Annual update of the technical annex of the Commission Decision on harmonisation of the radio spectrum for use by short-range devices”";"http://docdb.cept.org/download/49"
"CEPT Reports";"CEPT Report 036";"SRDMG";"2010-06-25";"Active";"Report from CEPT to the EC in response to Part 1 of the Mandate on “Automotive Short Range Radar systems (SRR)”";"http://docdb.cept.org/download/51"
"CEPT Reports";"CEPT Report 037";"SRDMG";"2010-06-25";"Active";"Report from CEPT to the EC in response to Part 2 of the Mandate on “Automotive Short Range Radar systems (SRR)”";"http://docdb.cept.org/download/53"
"CEPT Reports";"CEPT Report 038";"SRDMG";"2011-03-11";"Active";"Report from CEPTin response  to the EC Permanent Mandate on the 
”Annual update of the technical annex of the Commission Decision on the technical harmonisation of radio spectrum for use by short range devices”";"http://docdb.cept.org/download/55"
"CEPT Reports";"CEPT Report 039";"ECC PT1";"2010-06-25";"Active";"Report from CEPT to the European Commission in response to the Mandate to develop least restrictive technical conditions for 2 GHz bands";"http://docdb.cept.org/download/57"
"CEPT Reports";"CEPT Report 040";"ECC PT1";"2010-11-12";"Active";"Report from CEPT to European Commission in response to 

Task 2 of the Mandate to CEPT on the 900/1800 MHz bands

“Compatibility study for LTE and WiMAX operating within the bands 880-915 MHz / 925-960 MHz and 1710-1785 MHz / 1805-1880 MHz (900/1800 MHz bands)”";"http://docdb.cept.org/download/59"
"CEPT Reports";"CEPT Report 041";"ECC PT1";"2010-11-12";"Active";"Report from CEPT to European Commission in response to Task 2 of the Mandate to CEPT on the 900/1800 MHz bands<br>
Compatibility between LTE and WiMAX operating within the  bands 880-915 MHz / 925-960 MHz and 1710-1785 MHz / 1805-1880 MHz (900/1800 MHz bands) and systems operating in adjacent bands";"http://docdb.cept.org/download/61"
"CEPT Reports";"CEPT Report 042";"ECC PT1";"2010-11-12";"Active";"Report from CEPT to European Commission in response to 

Task 3 of the Mandate to CEPT on the 900/1800 MHz bands

Compatibility between UMTS and existing and planned aeronautical systems above 960 MHz";"http://docdb.cept.org/download/63"
"CEPT Reports";"CEPT Report 043";"SRDMG";"2012-06-01";"Active";"In response to the EC Mandate

”To undertake technical studies on the efficient use of the harmonised 169.4-169.8125 MHz frequency band  (169 MHz – Review Mandate)”";"http://docdb.cept.org/download/65"
"CEPT Reports";"CEPT Report 044";"SRDMG";"2013-03-08";"Active";"In response to the EC Permanent Mandate on the ”Annual update of the technical annex of the Commission Decision on the technical harmonisation of radio spectrum for use by short range devices”";"http://docdb.cept.org/download/67"
"CEPT Reports";"CEPT Report 045";"SRDMG";"2013-06-28";"Active";"Report from CEPT to the European Commission in response to the Fifth Mandate to CEPT on ultra-wideband technology to clarify the technical parameters in view of a potential update of Commission Decision 2007/131/EC";"http://docdb.cept.org/download/69"
"CEPT Reports";"CEPT Report 046";"EFISMG";"2013-03-08";"Active";"Report from CEPT to the European Commission in response to the Mandate on inclusion of information on rights of use for all uses of spectrum between 400 MHz and 6 GHz";"http://docdb.cept.org/download/71"
"CEPT Reports";"CEPT Report 047";"EFISMG";"2013-06-21";"Active";"Second Report from CEPT to the European Commission in response to the Mandate on inclusion of information on rights of use for all uses of spectrum between 400 MHz and 6 GHz (Tasks 4 and 5 in response to the EC Mandate on EFIS)";"http://docdb.cept.org/download/73"
"CEPT Reports";"CEPT Report 048";"ECC PT1";"2013-03-08";"Active";"Report from CEPT to the European Commission in response to the Second Mandate to CEPT on mobile communication services on board aircraft (MCA)";"http://docdb.cept.org/download/75"
"CEPT Reports";"CEPT Report 049";"ECC PT1";"2014-03-14";"Active";"Report from CEPT to the European Commission in response to the Mandate

“Technical conditions regarding spectrum harmonisation for terrestrial wireless systems in the 3400-3800 MHz frequency band”";"http://docdb.cept.org/download/77"
"CEPT Reports";"CEPT Report 050";"FM51";"2013-03-08";"Active";"Report A from CEPT to the European Commission in response to the Mandate 

“On technical conditions regarding spectrum harmonisation options for wireless radio microphones and cordless video-cameras (PMSE equipment)”

Technical conditions for the use of the bands 821-832 MHz and 1785-1805 MHz for wireless radio microphones in the EU";"http://docdb.cept.org/download/79"
"CEPT Reports";"CEPT Report 051";"FM51";"2013-11-08";"Active";"Report B from CEPT to the European Commission in response to the Mandate 

“On technical conditions regarding spectrum harmonisation options for wireless radio microphones and cordless video-cameras”.

Technical conditions for ensuring the sustainable operation of cordless video-cameras";"http://docdb.cept.org/download/82"
"CEPT Reports";"CEPT Report 052";"WGFM";"2015-03-06";"Active";"Report from CEPT to the European Commission in response to the Mandate 

“To undertake studies on the harmonised technical conditions for the 1900-1920 MHz and 2010-2025 MHz frequency bands (“Unpaired terrestrial 2 GHz bands”) in the EU”";"http://docdb.cept.org/download/84"
"CEPT Reports";"CEPT Report 053";"ECC PT1";"2014-11-28";"Active";"Report A from CEPT to the European Commission in response to the Mandate 

“To develop harmonised technical conditions for the 694 -790 MHz ('700 MHz') frequency band in the EU for the provision of wireless broadband and other uses in support of EU spectrum policy objectives”

";"http://docdb.cept.org/download/86"
"CEPT Reports";"CEPT Report 054";"ECC PT1";"2014-11-28";"Active";"Report from CEPT to the European Commission in response to the Mandate 

“To develop harmonised technical conditions in the 1452-1492 MHz frequency band for wireless broadband electronic communications services in the EU”";"http://docdb.cept.org/download/90"
"CEPT Reports";"CEPT Report 055";"WGFM";"2014-11-28";"Active";"Report A from CEPT to the European Commission in response to the Mandate on ‘Harmonised technical conditions for the 2300-2400 MHz (‘2.3 GHz’) frequency band in the EU for the provision of wireless broadband electronic communications services’ 

Technical conditions for wireless broadband usage of the 2300-2400 MHz frequency band";"http://docdb.cept.org/download/92"
"CEPT Reports";"CEPT Report 056";"WGFM";"2015-03-06";"Active";"Report B1 from CEPT to the European Commission in response to the Mandate on 

‘Harmonised technical conditions for the 2300-2400 MHz (‘2.3 GHz’) frequency band in the EU for the provision of wireless broadband electronic communications services’.

Technological and regulatory options facilitating sharing between Wireless broadband applications (WBB) and the relevant incumbent services/applications in the 2.3 GHz band";"http://docdb.cept.org/download/94"
"CEPT Reports";"CEPT Report 057";"WGFM";"2015-03-06";"Active";"Report A from CEPT to the European Commission in response to the Mandate

To study and identify harmonised compatibility and sharing conditions for Wireless Access Systems including Radio Local Area Networks in the bands 5350-5470 MHz and 5725-5925 MHz ('WAS/RLAN extension bands') for the provision of wireless broadband services";"http://docdb.cept.org/download/96"
"CEPT Reports";"CEPT Report 058";"WGFM";"2015-07-03";"Active";"Report B2 from CEPT to the European Commission in response to the Mandate on 

‘Harmonised technical conditions for the 2300-2400 MHz (‘2.3 GHz’) frequency band in the EU for the provision of wireless broadband electronic communications services’

Technical sharing solutions for the shared use of the 2300-2400 MHz band for WBB and PMSE";"http://docdb.cept.org/download/98"
"CEPT Reports";"CEPT Report 059";"SRDMG";"2016-06-17";"Active";"Annual update of the technical annex of the Commission Decision on the technical harmonisation of radio spectrum for use by short range device

Addendum to the report is also to be found here";"http://docdb.cept.org/download/102, http://docdb.cept.org/download/100"
"CEPT Reports";"CEPT Report 060";"ECC PT1";"2016-03-02";"Active";"Report B from CEPT to the European Commission in response to the Mandate 

“to develop harmonised technical conditions for the 694 -790 MHz ('700 MHz') frequency band in the EU for the provision of wireless broadband and other uses in support of EU spectrum policy objectives”";"http://docdb.cept.org/download/104"
"CEPT Reports";"CEPT Report 061";"FM51";"2016-06-17";"Active";"Harmonised compatibility and sharing conditions for video PMSE in the 2.7-2.9 GHz frequency band, taking into account radar use";"http://docdb.cept.org/download/106"
"CEPT Reports";"CEPT Report 062";"ECC PT1";"2016-06-17";"Active";"Coexistence studies between seaborne UMTS and LTE with terrestrial electronic communications networks operating in the 1710-1785 / 1805-1880 MHz, 1920-1980 / 2110-2170 MHz and 2500-2570 / 2620-2690 MHz bands";"http://docdb.cept.org/download/108"
"CEPT Reports";"CEPT Report 063";"ECC PT1";"2016-11-18";"Active";"To undertake technical studies regarding the possibility of making the usage of the network control unit (NCU) optional onboard MCA enabled aircraft";"http://docdb.cept.org/download/110"
"CEPT Reports";"CEPT Report 064";"WGFM";"2016-11-18";"Active";"To study and identify harmonised compatibility and sharing conditions for Wireless Access Systems including Radio Local Area Networks in the bands 5350-5470 MHz and 5725-5925 MHz ('WAS/RLAN extension bands') for the provision of wireless broadband services";"http://docdb.cept.org/download/112"
"CEPT Reports";"CEPT Report 065";"ECC PT1";"2017-11-17";"Active";"Report from CEPT to the European Commission in response to the Mandate 

“to develop harmonised technical conditions in additional frequency bands in the 1.5 GHz range for their use for terrestrial wireless broadband electronic communications services in the Union”
";"http://docdb.cept.org/download/114"
"CEPT Reports";"CEPT Report 066";"ECC PT1";"2018-03-02";"Active";"Report from CEPT to the European Commission in response to the Mandate 

“to review the harmonised technical conditions for use of the 900 MHz and 1800 MHz frequency bands for terrestrial wireless broadband electronic communications services in support of the Internet of Things in the Union”
";"http://docdb.cept.org/download/116"
"CEPT Reports";"CEPT Report 067";"ECC PT1";"2018-07-06";"Active";"Report A from CEPT to the European Commission in response to the Mandate
  
“to develop harmonised technical conditions for spectrum use in support of the introduction of next-generation (5G) terrestrial wireless systems in the Union”

Review of the harmonised technical conditions applicable to the 3.4-3.8 GHz ('3.6 GHz') frequency band
";"http://docdb.cept.org/download/118"
"CEPT Reports";"CEPT Report 068";"ECC PT1";"2018-07-06";"Active";"Report B from CEPT to the European Commission in response to the Mandate

“to develop harmonised technical conditions for spectrum use in support of the introduction of next-generation (5G) terrestrial wireless systems in the Union”

Harmonised technical conditions for the 24.25-27.5 GHz ('26 GHz') frequency band
";"http://docdb.cept.org/download/119"
"CEPT Reports";"CEPT Report 069";"SRDMG";"2018-10-26";"Active";"Report from CEPT to the European Commission in response to the Mandate 

“Ultra-Wideband technology in view of a potential update of Commission Decision 2007/131/EC”";"http://docdb.cept.org/download/122"
"CEPT Reports";"CEPT Report 070";"SRDMG";"2019-03-08";"Active";"In response to the EC Permanent Mandate on the
”Annual update of the technical annex of the Commission Decision on the technical harmonisation of radio spectrum for use by short range devices”";"http://docdb.cept.org/download/123"
"CEPT Reports";"CEPT Report 071";"SRDMG";"2019-03-08";"Active";"Report from CEPT to the European Commission in response to the Mandate

to study the extension of the Intelligent Transport Systems (ITS) safety-related band at 5.9 GHz";"http://docdb.cept.org/download/126"
"CEPT Reports";"CEPT Report 072";"ECC PT1";"2019-07-05";"Active";"Report from CEPT to the European Commission in response to the Mandate 

“to review the harmonised technical conditions for certain EU-harmonised frequency bands and to develop least restrictive harmonised technical conditions suitable for next-generation (5G) terrestrial wireless systems”

Report A: Review of technical conditions in the paired terrestrial 2 GHz and the 2.6 GHz frequency bands, and the usage feasibility of the 900 MHz and 1800 MHz frequency bands
";"http://docdb.cept.org/download/129"
"CEPT Reports";"CEPT Report 073";"SE45";"2020-03-06";"Active";"Report from CEPT to the European Commission in response to the Mandate 

“to study feasibility and identify harmonised technical conditions for Wireless Access Systems including Radio Local Area Networks in the 5925-6425 MHz band for the provision of wireless broadband services”

Report A: Assessment and study of compatibility and coexistence scenarios for WAS/RLANs in the band 5925-6425 MHz
";"http://docdb.cept.org/download/131"
"CEPT Reports";"CEPT Report 074";"FM56";"2020-07-03";"Active";"Report from CEPT to the European Commission in response to the Mandate on spectrum for the future railway mobile communications system

Report A: Spectrum needs and feasibility (tasks 1 to 4)
";"http://docdb.cept.org/download/132"
"CEPT Reports";"CEPT Report 075";"FM57";"2020-11-20";"Active";"Report from CEPT to the European Commission in response to the Mandate 

“to study feasibility and identify harmonised technical conditions for Wireless Access Systems including Radio Local Area Networks in the 5925-6425 MHz band for the provision of wireless broadband services”

Report B: Harmonised technical parameters for WAS/RLANs operating on a coexistence basis with appropriate mitigation techniques and/or operational compatibility/coexistence conditions, operating on the basis of a general authorisation
";"http://docdb.cept.org/download/135"
"CEPT Reports";"CEPT Report 076";"FM56";"2020-11-20";"Active";"Report from CEPT to the European Commission in response to the Mandate on spectrum for the future railway mobile communications system

Report B: EU-harmonised technical conditions for the future railway mobile radio communications system (Task 5)
";"http://docdb.cept.org/download/137"
"CEPT Reports";"CEPT Report 077";"SRDMG";"2021-03-05";"Active";"In response to the EC Permanent Mandate on the
“Annual update of the technical annex of the Commission Decision on the technical harmonisation of radio spectrum for use by short range devices”
";"http://docdb.cept.org/download/139"
"CEPT Reports";"CEPT Report 078";"ECC";"2021-03-05";"Active";"Report from CEPT to the European Commission in response to the Mandate (Task 3, 66-71 GHz) to develop least restrictive harmonised technical conditions suitable for Next-Generation (5G) Terrestrial Wireless Systems for priority frequency bands above 24 GHz";"http://docdb.cept.org/download/141"
"CEPT Reports";"CEPT Report 079";"FM57";"2021-07-02";"Active";"Report from CEPT to the European Commission in response to the Mandate to amend Decision 2005/513/EC on the harmonised use of radio spectrum in the 5 GHz band for the implementation of WAS/RLAN following WRC-19";"http://docdb.cept.org/download/3453"
"CEPT Reports";"CEPT Report 080";"ECC PT1";"2021-07-02";"Active";"Report from CEPT to the European Commission in response to the Mandate 

“to review the harmonised technical conditions for certain EU-harmonised frequency bands and to develop least restrictive harmonised technical conditions suitable for next-generation (5G) terrestrial wireless systems”

Report B: Channelling arrangements and least restrictive technical conditions suitable for ECS including 5G terrestrial wireless systems in the 900 MHz and 1800 MHz frequency bands, in compliance with the principles of technology and service neutrality
";"http://docdb.cept.org/download/3538"
"CEPT Reports";"CEPT Report 081";"ECC PT1";"2021-11-05";"Active";"Report from CEPT to the European Commission in response to 
Task 1 of the Mandate “Study and assess conditions to operate 5G non-AAS connectivity for MCA in the 1800 MHz (1710-1785 MHz and 1805-1880 MHz) frequency band” and 
Task 2 of the Mandate “Study and assess whether, and under what conditions, the usage of an NCU in MCA operations could be made optional”";"http://docdb.cept.org/download/3531"
"EC Decisions";"Commission Recommendation 2003/558/EC";"";"2003-07-25";"Active";"Commission Recommendation of 25 July 2003 on the processing of caller location information in electronic communication networks for the purpose of location-enhanced emergency call services";"http://docdb.cept.org/download/144"
"EC Decisions";"Commission Recommendation 2008/295/EC";"";"2008-04-07";"Active";"Commission Recommendation of 7 April 2008 on authorisation of mobile communication services on aircraft (MCA services) in the European Community";"http://docdb.cept.org/download/145"
"EC Decisions";"Commission Recommendation 2009/848/EC";"";"2009-10-28";"Active";"Commission Recommendation of 28 October 2009 on facilitating the release of the digital dividend in the European Union";"http://docdb.cept.org/download/146"
"EC Decisions";"Commission Recommendation 2010/167/EU";"";"2010-05-11";"Active";"Commission Recommendation of 19 March 2010 on the authorisation of systems for mobile communication services on board vessels (MCV services)";"http://docdb.cept.org/download/3473"
"EC Decisions";"Commission Recommendation 2011/750/EU ";"";"2011-11-22";"Active";"Commission Recommendation of 8 September 2011 on support for an EU-wide eCall service in electronic communication networks for the transmission of in-vehicle emergency calls based on 112 (‘eCalls’)";"http://docdb.cept.org/download/148"
"EC Decisions";"Council Directive 87/372/EEC";"";"1987-06-25";"Active";"Council Directive 87/372/EEC of 25 June 1987 on the frequency bands to be reserved for the coordinated introduction of public pan-European cellular digital land-based mobile communications in the Community";"http://docdb.cept.org/download/149"
"EC Decisions";"Council Directive 91/287/EEC";"";"1991-06-03";"Active";"Council Directive 91/287/EEC of 3 June 1991 on the frequency band to be designated for the coordinated introduction of digital European cordless telecommunications (DECT) into the Community";"http://docdb.cept.org/download/150"
"EC Decisions";"Decision (EU) 2016/2317";"";"2016-12-16";"Active";"Commission Implementing Decision (EU) 2016/2317 of 16 December 2016 amending Decision 2008/294/EC and Implementing Decision 2013/654/EU, in order to simplify the operation of mobile communications on board aircraft (MCA services) in the Union";"http://docdb.cept.org/download/151"
"EC Decisions";"Decision (EU) 2016/339";"";"2016-03-08";"Active";"Commission Implementing Decision (EU) 2016/339 of 8 March 2016 on the harmonisation of the 2 010-2 025 MHz frequency band for portable or mobile wireless video links and cordless cameras used for programme making and special events";"http://docdb.cept.org/download/152"
"EC Decisions";"Decision (EU) 2016/687";"";"2016-04-28";"Active";"Commission Decision (EU) 2016/687 of 28 April 2016 on the harmonisation of the 694-790 MHz frequency band for terrestrial systems capable of providing wireless broadband electronic communications services and for flexible national use in the Union";"http://docdb.cept.org/download/153"
"EC Decisions";"Decision (EU) 2017/1438";"";"2017-08-04";"Withdrawn";"Commission Implementing Decision (EU) 2017/1438 of 4 August 2017 amending Decision 2007/131/EC on allowing the use of the radio spectrum for equipment using ultra-wideband technology in a harmonised manner in the Community";"http://docdb.cept.org/download/154"
"EC Decisions";"Decision (EU) 2017/1483";"";"2017-08-08";"Active";"Commission Implementing Decision (EU) 2017/1483 of 8 August 2017 amending Decision 2006/771/EC on harmonisation of the radio spectrum for use by short-range devices and repealing Decision 2006/804/EC";"http://docdb.cept.org/download/155"
"EC Decisions";"Decision (EU) 2017/191";"";"2017-02-01";"Active";"Commission Implementing Decision (EU) 2017/191 of 1 February 2017 amending Decision 2010/166/EU, in order to introduce new technologies and frequency bands for mobile communication services on board vessels (MCV services) in the European Union";"http://docdb.cept.org/download/156"
"EC Decisions";"Decision (EU) 2017/2077";"";"2017-11-10";"Active";"Commission implementing Decision (EU) 2017/2077 of 10 November 2017 amending Decision 2005/50/EC on the harmonisation of the 24 GHz range radio spectrum band for the time-limited use by automotive short-range radar equipment in the Community";"http://docdb.cept.org/download/157"
"EC Decisions";"Decision (EU) 2017/899";"";"2017-05-17";"Active";"Decision (EU) 2017/899 of the European Parliament and of the Council of 17 May 2017 on the use of the 470-790 MHz frequency band in the Union";"http://docdb.cept.org/download/158"
"EC Decisions";"Decision (EU) 2018/1538";"";"2018-10-11";"Active";"Commission Implementing Decision 2018/1538/EU of 11 October 2018 on the harmonisation of radio spectrum for use by short-range devices within the 874-876 and 915-921 MHz frequency bands ";"http://docdb.cept.org/download/159"
